step,pop1,pop2,pop3,pop4,pop5,fire,share1,share2,share3,share4,share5,meanrung,bank1,bank2,bank3,bank4,bank5,banktot,bankmean
1000,441,312,105,81,49,0,0.4464,0.3158,0.1063,0.0820,0.0496,1.9727,10,4,3,2,1,20,2.0000
2000,992,541,202,159,70,0,0.5051,0.2755,0.1029,0.0810,0.0356,1.8666,21,5,4,6,1,37,1.9459
3000,1108,556,198,133,31,0,0.5469,0.2744,0.0977,0.0656,0.0153,1.7280,11,3,3,4,0,21,2.0000
4000,1232,534,164,93,17,0,0.6039,0.2618,0.0804,0.0456,0.0083,1.5926,3,2,1,2,0,8,2.2500
5000,1322,520,127,56,8,0,0.6503,0.2558,0.0625,0.0275,0.0039,1.4791,7,5,1,0,0,13,1.5385
6000,1431,474,94,35,4,0,0.7022,0.2326,0.0461,0.0172,0.0020,1.3842,7,2,0,0,0,9,1.2222
7000,1516,441,62,12,3,0,0.7453,0.2168,0.0305,0.0059,0.0015,1.3014,11,3,0,0,0,14,1.2143
8000,1614,377,38,7,1,0,0.7923,0.1851,0.0187,0.0034,0.0005,1.2347,9,1,0,0,0,10,1.1000
9000,1710,301,29,3,0,0,0.8370,0.1473,0.0142,0.0015,0.0000,1.1801,3,1,0,0,0,4,1.2500
10000,1780,243,18,0,0,0,0.8721,0.1191,0.0088,0.0000,0.0000,1.1367,6,1,0,0,0,7,1.1429
11000,1833,203,7,0,0,0,0.8972,0.0994,0.0034,0.0000,0.0000,1.1062,3,2,0,0,0,5,1.4000
12000,1859,178,4,1,0,0,0.9104,0.0872,0.0020,0.0005,0.0000,1.0926,4,1,0,0,0,5,1.2000
13000,1884,156,2,0,0,0,0.9226,0.0764,0.0010,0.0000,0.0000,1.0784,4,1,0,0,0,5,1.2000
14000,1907,130,2,0,0,0,0.9353,0.0638,0.0010,0.0000,0.0000,1.0657,7,1,0,0,0,8,1.1250
15000,1936,102,2,0,0,0,0.9490,0.0500,0.0010,0.0000,0.0000,1.0520,7,0,0,0,0,7,1.0000
16000,1957,83,2,1,0,0,0.9579,0.0406,0.0010,0.0005,0.0000,1.0441,4,0,0,0,0,4,1.0000
17000,1965,75,1,0,2,0,0.9618,0.0367,0.0005,0.0000,0.0010,1.0416,5,0,0,0,0,5,1.0000
18000,1963,75,0,0,0,0,0.9632,0.0368,0.0000,0.0000,0.0000,1.0368,9,0,0,0,0,9,1.0000
19000,1969,72,1,0,0,0,0.9643,0.0353,0.0005,0.0000,0.0000,1.0362,5,0,0,0,0,5,1.0000
20000,1982,63,0,0,0,0,0.9692,0.0308,0.0000,0.0000,0.0000,1.0308,3,0,0,0,0,3,1.0000
21000,1982,56,0,0,0,0,0.9725,0.0275,0.0000,0.0000,0.0000,1.0275,8,0,0,0,0,8,1.0000
22000,1977,62,0,0,0,0,0.9696,0.0304,0.0000,0.0000,0.0000,1.0304,9,0,0,0,0,9,1.0000
23000,1988,53,0,0,0,0,0.9740,0.0260,0.0000,0.0000,0.0000,1.0260,7,0,0,0,0,7,1.0000
24000,1982,54,1,0,0,0,0.9730,0.0265,0.0005,0.0000,0.0000,1.0275,10,0,0,0,0,10,1.0000
25000,1979,62,2,0,0,0,0.9687,0.0303,0.0010,0.0000,0.0000,1.0323,3,1,0,0,0,4,1.2500
26000,1988,53,4,0,0,0,0.9721,0.0259,0.0020,0.0000,0.0000,1.0298,3,0,0,0,0,3,1.0000
27000,1982,58,3,0,0,0,0.9701,0.0284,0.0015,0.0000,0.0000,1.0313,4,1,0,0,0,5,1.2000
28000,1965,70,3,0,0,0,0.9642,0.0343,0.0015,0.0000,0.0000,1.0373,8,1,0,0,0,9,1.1111
29000,1964,71,0,0,0,0,0.9651,0.0349,0.0000,0.0000,0.0000,1.0349,11,1,0,0,0,12,1.0833
